,_id,buying_type,created_time,campaign_id,lifetime_budget,name,start_time,status,stop_time,adset_id,adset_name,adaccount_id,date_start,date_stop,campaign_name,impressions,clicks,spend,leads,link_click,unique_clicks,unique_link_click,post_engagement,page_engagement,post_reaction,lead,actual_cpl,cpl_30,ctl,cpm,cpc,ctr,click_to_form,form_to_lead
10,66d874f408b05b0db2e8489a,AUCTION,2024-08-12T19:37:04+0530,120211545497890764,700000,CA_SmartWorld_69_Gurugram_Sanjoli_Yadav__12/08/24_campaign,2024-08-12T19:37:04+0530,PAUSED,2024-08-26T19:30:00+0530,['120211545498030764'],['CA_SmartWorld_69_Gurugram_Sanjoli_Yadav__12/08/24_ad set'],7169553933166414,2024-08-12,2024-09-04,CA_SmartWorld_69_Gurugram_Sanjoli_Yadav__12/08/24_campaign,1180.0,11.0,2120.6,0.0,5.0,11.0,0.0,80.0,80.0,,,,,,1797.1186440677966,192.78181818181818,0.009322033898305085,0.45454545454545453,
11,66d874f408b05b0db2e8489b,AUCTION,2024-08-11T16:04:08+0530,120211524349950764,700000,LAL_SmartWorld_69_Gurugram_Sanjoli_Yadav__11/08/24_campaign,2024-08-11T17:27:01+0530,ACTIVE,2024-08-25T17:00:00+0530,['120211524620400764'],['SmartWorld_69_Gurugram_Sanjoli_Yadav__11/08/24_ad_set'],7169553933166414,2024-08-11,2024-09-04,LAL_SmartWorld_69_Gurugram_Sanjoli_Yadav__11/08/24_campaign,13620.0,181.0,6999.26,0.0,73.0,143.0,0.0,892.0,892.0,28.0,18.0,388.84777777777776,555.4968253968254,10.055555555555555,513.8957415565345,38.669944751381216,0.01328928046989721,0.40331491712707185,0.2465753424657534
12,66d874f408b05b0db2e8489c,AUCTION,2024-08-01T14:32:28+0530,120211318900910764,511423,Parth_Kiona_Pune_LeapX_Campaigns_01/08/24_campaign,2024-08-01T21:35:58+0530,PAUSED,2024-08-15T20:41:32+0530,"['120211327553380764', '120211328178880764', '120211412404660764']","['Parth_Kiona_LeapX_Campaigns_Res_A_LC_investor_focused_adset', 'Parth_Kiona_LeapX_Campaigns_Res_A_LC_investor_focused_adset – video', 'Parth_Kiona_LeapX_Campaigns_Res_A_LC_investor_focused_adset_Img+Vid']",7169553933166414,2024-08-01,2024-09-04,Parth_Kiona_Pune_LeapX_Campaigns_01/08/24_campaign,1305.0,13.0,868.71,0.0,8.0,13.0,0.0,80.0,80.0,4.0,,,,,665.6781609195402,66.82384615384616,0.00996168582375479,0.6153846153846154,
13,66d874f408b05b0db2e8489d,AUCTION,2024-07-29T17:45:00+0530,120211258253310764,1050000,Signature_Global_Gurugram_Mayank_Parnami_29/07/24_campaign,2024-07-29T23:43:01+0530,PAUSED,2024-08-13T23:43:01+0530,"['120211258256660764', '120211284345970764']","['Signature_Global_Mayank_Parnami_Res_V_LC_investor_focused_adset', 'Signature_Global_Mayank_Parnami_Res_V_LC_investor_focused_adset – 2']",7169553933166414,2024-07-29,2024-09-04,Signature_Global_Gurugram_Mayank_Parnami_29/07/24_campaign,3228.0,21.0,620.76,0.0,11.0,19.0,0.0,20.0,20.0,9.0,1.0,620.76,886.8000000000001,21.0,192.30483271375465,29.56,0.006505576208178439,0.5238095238095238,0.09090909090909091
14,66d874f408b05b0db2e8489e,AUCTION,2024-07-21T20:30:11+0530,120211112693250764,700000,Satya_The_Hive_Gurugram_Himmat_singh__21/07/24_campaign,2024-07-22T02:30:10+0530,ACTIVE,2024-07-28T20:30:00+0530,['120211112693910764'],['Satya_The_Hive_Himmat_singh__Com_A_LC_investor_focused_adset'],7169553933166414,2024-07-22,2024-08-25,Satya_The_Hive_Gurugram_Himmat_singh__21/07/24_campaign,19052.0,229.0,7000.0,0.0,121.0,187.0,0.0,3612.0,3612.0,28.0,17.0,411.7647058823529,588.2352941176471,13.470588235294118,367.41549443627963,30.56768558951965,0.012019735460844005,0.5283842794759825,0.14049586776859505
15,66d874f408b05b0db2e8489f,AUCTION,2024-07-20T17:30:35+0530,120211099272390764,980000,Downtown_Dehra Dun_shivnaman_bawa_20/07/24_campaign,2024-07-20T23:28:06+0530,PAUSED,2024-08-04T23:28:06+0530,['120211099347140764'],['Downtown_LeapX_Campaigns_Plot_V_SC_investor_focused_adset'],7169553933166414,2024-07-20,2024-09-01,Downtown_Dehra Dun_shivnaman_bawa_20/07/24_campaign,28285.0,354.0,9800.0,0.0,130.0,264.0,0.0,172.0,173.0,36.0,21.0,466.6666666666667,666.6666666666666,16.857142857142858,346.47339579282306,27.683615819209038,0.01251546756231218,0.3672316384180791,0.16153846153846155
16,66d874f408b05b0db2e848a0,AUCTION,2024-07-19T18:05:09+0530,120211085617680764,2719570,Signature_Global_Premium_Luxury_Floors_Gurugram_Nitin_Saini_19/07/24_campaign,2024-07-19T20:05:00+0530,ACTIVE,2024-08-08T00:05:00+0530,"['120211085623760764', '120211087285480764']","['Signature_Global_Premium_Luxury_Floors_Nitin_Saini_Res_V_LC_investor_focused_adset', 'Signature_Global_Premium_Luxury_Floors_Nitin_Saini_Res_V_LC_investor_focused_adset – New_Targeting']",7169553933166414,2024-07-19,2024-09-04,Signature_Global_Premium_Luxury_Floors_Gurugram_Nitin_Saini_19/07/24_campaign,19315.0,112.0,6798.88,0.0,45.0,104.0,0.0,58.0,58.0,10.0,3.0,2266.2933333333335,3237.561904761905,37.333333333333336,352.0,60.70428571428572,0.0057986021227025624,0.4017857142857143,0.06666666666666667
17,66d874f408b05b0db2e848a1,AUCTION,2024-07-19T12:56:24+0530,120211080040380764,700000,KOHINOOR_CENTRAL_PARK_Pune_Rajendra_Kokate_19/07/24_campaign,2024-07-19T18:53:14+0530,PAUSED,2024-08-03T18:53:14+0530,"['120211085748990764', '120211086544040764']","['KOHINOOR_CENTRAL_PARK_LeapX_Campaigns_Res_A_LC_investor_focused_adset', 'KOHINOOR_CENTRAL_PARK_LeapX_Campaigns_Res_A_LC_investor_focused_adset – LAL']",7169553933166414,2024-07-19,2024-08-31,KOHINOOR_CENTRAL_PARK_Pune_Rajendra_Kokate_19/07/24_campaign,82.0,0.0,99.69,0.0,0.0,0.0,0.0,103.0,103.0,24.0,1.0,99.69,142.4142857142857,0.0,1215.7317073170732,0.0,0.0,0.0,0.0
18,66d874f408b05b0db2e848a2,AUCTION,2024-07-13T08:47:06+0530,120210969825640764,,Test – Ashiana_Amarah_Gurugram_Sanjoli_Yadav__12/07/24_campaign,2024-07-13T09:14:00+0530,PAUSED,2024-07-19T00:00:00+0530,['120210969825630764'],['Ashiana_Amarah_Sanjoli_Yadav__Res_L_LC_investor_focused_adset'],7169553933166414,2024-07-13,2024-08-15,Test – Ashiana_Amarah_Gurugram_Sanjoli_Yadav__12/07/24_campaign,15132.0,116.0,6517.56,0.0,37.0,105.0,0.0,61.0,61.0,21.0,1.0,6517.56,9310.800000000001,116.0,430.7137192704203,56.18586206896552,0.007665873645255088,0.31896551724137934,0.02702702702702703
19,66d874f408b05b0db2e848a3,AUCTION,2024-07-12T18:48:02+0530,120210959310030764,330000,Ashiana_Amarah_Gurugram_Sanjoli_Yadav__12/07/24_campaign,2024-07-13T00:48:02+0530,PAUSED,2024-07-28T00:48:02+0530,['120210959316530764'],['Ashiana_Amarah_Sanjoli_Yadav__Res_L_LC_investor_focused_adset'],7169553933166414,2024-07-13,2024-08-25,Ashiana_Amarah_Gurugram_Sanjoli_Yadav__12/07/24_campaign,5534.0,48.0,2483.5,0.0,26.0,43.0,0.0,35.0,35.0,9.0,3.0,827.8333333333334,1182.6190476190477,16.0,448.77123238164074,51.739583333333336,0.008673653776653415,0.5416666666666666,0.11538461538461539
20,66d874f408b05b0db2e848a4,AUCTION,2024-07-07T12:25:20+0530,120210858209180764,2100000,KOHINOOR_CENTRAL_PARK_Pune_Sanjoli_Yadav__07/07/24_campaign,2024-07-07T16:15:00+0530,PAUSED,2024-07-22T18:25:19+0530,"['120210858210360764', '120210952871670764']","['KOHINOOR_CENTRAL_PARK_Sanjoli_Yadav__Res_A_LC_investor_focused_adset', 'KOHINOOR_CENTRAL_PARK_Sanjoli_Yadav__Res_A_LC_investor_focused_adset – 2']",7169553933166414,2024-07-07,2024-08-19,KOHINOOR_CENTRAL_PARK_Pune_Sanjoli_Yadav__07/07/24_campaign,156541.0,1027.0,11064.31,0.0,628.0,957.0,0.0,827.0,828.0,190.0,12.0,922.0258333333333,1317.1797619047618,85.58333333333333,70.67994966174996,10.773427458617332,0.006560581572878671,0.611489776046738,0.01910828025477707
21,66d874f408b05b0db2e848a5,AUCTION,2024-07-06T20:28:07+0530,120210852204310764,1260000,Satya_The_Hive_Gurugram_Himmat_singh__06/07/24_campaign,2024-07-07T02:28:06+0530,PAUSED,2024-07-14T02:28:00+0530,['120210852208140764'],['Satya_The_Hive_Himmat_singh__Com_A_LC_investor_focused_adset'],7169553933166414,2024-07-07,2024-08-11,Satya_The_Hive_Gurugram_Himmat_singh__06/07/24_campaign,16578.0,186.0,5661.17,0.0,83.0,151.0,0.0,113.0,115.0,26.0,12.0,471.76416666666665,673.9488095238096,15.5,341.48691036313187,30.436397849462367,0.011219688744118711,0.44623655913978494,0.14457831325301204
22,66d874f408b05b0db2e848a6,AUCTION,2024-07-06T15:46:06+0530,120210849810150764,4022340,ANANTAM_85_Gurugram_Sanjoli_Yadav__06/07/24_campaign,2024-07-06T18:25:00+0530,ACTIVE,2024-07-25T05:30:00+0530,"['120210849837760764', '120211036862640764']","['ANANTAM_85_Sanjoli_Yadav__Res_L_LC_investor_focused_adset', 'ANANTAM_85_Sanjoli_Yadav__Res_L_LC_investor_focused_adset – LAL']",7169553933166414,2024-07-06,2024-08-22,ANANTAM_85_Gurugram_Sanjoli_Yadav__06/07/24_campaign,19077.0,169.0,8368.36,0.0,90.0,149.0,0.0,142.0,142.0,50.0,12.0,697.3633333333333,996.2333333333335,14.083333333333334,438.66226345861514,49.51692307692308,0.00885883524663207,0.5325443786982249,0.13333333333333333
23,66d874f408b05b0db2e848a7,AUCTION,2024-07-04T16:45:56+0530,120210808629270764,1050000,M3M_Golf_Hills_Gurugram_LeapX_Campaigns_04/07/24_campaign,2024-07-04T18:45:00+0530,ACTIVE,2024-07-20T22:20:00+0530,['120210808647290764'],['M3M_Golf_Hills_LeapX_Campaigns_Res_V_LC_investor_focused_adset'],7169553933166414,2024-07-04,2024-08-17,M3M_Golf_Hills_Gurugram_LeapX_Campaigns_04/07/24_campaign,152760.0,871.0,10499.91,0.0,601.0,820.0,0.0,871.0,871.0,260.0,17.0,617.6417647058823,882.3453781512605,51.23529411764706,68.73468185388845,12.055005740528129,0.005701754385964913,0.6900114810562572,0.028286189683860232
24,66d874f408b05b0db2e848a8,AUCTION,2024-07-04T14:11:12+0530,120210805518960764,1877245,Sohna_Premium_Plots__Sohna_Sanjoli_Yadav__04/07/24_campaign,2024-07-04T18:45:00+0530,ACTIVE,2024-09-16T00:00:00+0530,['120210805524630764'],['Sohna_Premium_Plots__Sanjoli_Yadav__Plot_A_SC_investor_focused_adset'],7169553933166414,2024-07-04,2024-09-04,Sohna_Premium_Plots__Sohna_Sanjoli_Yadav__04/07/24_campaign,94758.0,3011.0,16774.05,0.0,797.0,1672.0,0.0,952.0,954.0,81.0,326.0,51.45414110429448,73.50591586327783,9.236196319018404,177.0198822263028,5.5709232813018925,0.03177568120897444,0.26469611424775824,0.4090338770388959
25,66d874f408b05b0db2e848a9,AUCTION,2024-07-04T13:31:46+0530,120210804121610764,700000,Godrej_Forest_Estate_Nagpur_shivnaman_bawa_04/07/24_campaign,2024-07-04T18:46:00+0530,ACTIVE,2024-07-19T19:31:45+0530,['120210804155940764'],['Godrej_Forest_Estate_shivnaman_bawa_Plot_A_SC_investor_focused_adset'],7169553933166414,2024-07-04,2024-08-16,Godrej_Forest_Estate_Nagpur_shivnaman_bawa_04/07/24_campaign,147260.0,896.0,7000.0,0.0,595.0,794.0,0.0,701.0,701.0,97.0,18.0,388.8888888888889,555.5555555555555,49.77777777777778,47.53497215808773,7.8125,0.00608447643623523,0.6640625,0.030252100840336135
26,66d874f408b05b0db2e848aa,AUCTION,2024-07-03T21:29:09+0530,120210791642450764,700000,Satya_Hive_Gurugram_LeapX_Campaigns_03/07/24_campaign,2024-07-04T03:02:54+0530,PAUSED,2024-07-19T03:02:54+0530,['120210791650740764'],['Satya_Hive_LeapX_Campaigns_Com_A_LC_investor_focused_adset'],7169553933166414,2024-07-04,2024-08-16,Satya_Hive_Gurugram_LeapX_Campaigns_03/07/24_campaign,1540.0,16.0,481.54,0.0,11.0,13.0,0.0,16.0,16.0,4.0,1.0,481.54,687.9142857142858,16.0,312.68831168831167,30.09625,0.01038961038961039,0.6875,0.09090909090909091
27,66d874f408b05b0db2e848ab,AUCTION,2024-07-03T19:59:15+0530,120210789735970764,700000,Satya_The_Hive_Gurugram_LeapX_Campaigns_03/07/24_campaign,2024-07-04T01:18:15+0530,PAUSED,2024-07-19T01:18:15+0530,['120210789740120764'],['Satya_The_Hive_LeapX_Campaigns_Com_V_LC_investor_focused_adset'],7169553933166414,2024-07-04,2024-08-16,Satya_The_Hive_Gurugram_LeapX_Campaigns_03/07/24_campaign,2061.0,27.0,692.38,0.0,13.0,20.0,0.0,19.0,19.0,6.0,1.0,692.38,989.1142857142858,27.0,335.94371664240657,25.643703703703704,0.013100436681222707,0.48148148148148145,0.07692307692307693
28,66d874f408b05b0db2e848ac,AUCTION,2024-07-03T16:16:01+0530,120210785543770764,700000,M3M_Route_65_Gurugram_shivnaman_bawa_03/07/24_campaign,2024-07-03T22:16:01+0530,ACTIVE,2024-07-20T22:16:00+0530,"['120210786084580764', '120211038495650764']","['M3M_Route_65_LeapX_Campaigns_Com_L_LC_investor_focused_adset', 'M3M_Route_65_LeapX_Campaigns_Com_L_LC_investor_focused_LAL']",7169553933166414,2024-07-03,2024-08-17,M3M_Route_65_Gurugram_shivnaman_bawa_03/07/24_campaign,5796.0,30.0,738.43,0.0,24.0,30.0,0.0,39.0,39.0,15.0,7.0,105.49,150.70000000000002,4.285714285714286,127.40338164251207,24.61433333333333,0.005175983436853002,0.8,0.2916666666666667
29,66d874f408b05b0db2e848ad,AUCTION,2024-06-29T14:51:00+0530,120210719949520764,3220000,M3M_Altitude_Gurugram_Nitin_Saini_29/06/24_campaign,2024-06-29T14:51:01+0530,PAUSED,2024-07-15T09:21:00+0530,"['120210721667950764', '120210721954630764']","['M3M_Altitude_Nitin_Saini_Res_L_LC_adset – android', 'M3M_Altitude_Nitin_Saini_Res_L_LC_adset – ios']",7169553933166414,2024-06-29,2024-08-12,M3M_Altitude_Gurugram_Nitin_Saini_29/06/24_campaign,9443.0,40.0,2496.38,0.0,25.0,35.0,0.0,27.0,27.0,2.0,,,,,264.3630202266229,62.4095,0.004235941967595044,0.625,
30,66d874f408b05b0db2e848ae,AUCTION,2024-06-23T18:15:33+0530,120210620528000764,1050000,Godrej_Forest_Estate_Nagpur_LeapX_Campaigns_23/06/24_campaign,2024-06-23T18:29:39+0530,PAUSED,2024-07-09T09:29:38+0530,['120210620580800764'],['Godrej_Forest_Estate_LeapX_Campaigns_Plot_A_SC_investor_focused_adset'],7169553933166414,2024-06-23,2024-08-06,Godrej_Forest_Estate_Nagpur_LeapX_Campaigns_23/06/24_campaign,6146.0,38.0,1514.2,0.0,20.0,35.0,0.0,27.0,27.0,7.0,2.0,757.1,1081.5714285714287,19.0,246.37162382037098,39.847368421052636,0.006182883176049463,0.5263157894736842,0.1
31,66d874f408b05b0db2e848af,AUCTION,2024-06-23T16:50:33+0530,120210620064480764,5932150,Boulevard_83_Gurugram_Gurugram_Landbase_23/06/24_campaign,2024-06-23T16:50:34+0530,ACTIVE,2024-07-20T11:20:32+0530,['120210620064570764'],['Boulevard_83_Gurugram_Landbase_Com_V_LC_adset'],7169553933166414,2024-06-23,2024-08-17,Boulevard_83_Gurugram_Gurugram_Landbase_23/06/24_campaign,208284.0,1509.0,59321.5,0.0,678.0,1236.0,0.0,791.0,791.0,95.0,81.0,732.3641975308642,1046.2345679012346,18.62962962962963,284.81064316030034,39.31179589131875,0.007244915596013136,0.44930417495029823,0.11946902654867257
32,66d874f408b05b0db2e848b0,AUCTION,2024-06-20T18:21:00+0530,120210575121320764,3323200,Avenue_62_Noida_shivnaman_bawa_20/06/24_campaign,2024-06-20T21:07:01+0530,ACTIVE,2024-08-23T20:00:00+0530,['120210576728860764'],['Bhutani_Avenue_62_shivnaman_bawa_Com_A_LC_adset'],7169553933166414,2024-06-20,2024-09-04,Avenue_62_Noida_shivnaman_bawa_20/06/24_campaign,101151.0,784.0,33232.0,0.0,397.0,628.0,0.0,520.0,523.0,91.0,55.0,604.2181818181818,863.1688311688313,14.254545454545454,328.53852161619756,42.38775510204081,0.007750788425225653,0.5063775510204082,0.1385390428211587
33,66d874f408b05b0db2e848b1,AUCTION,2024-06-19T15:22:29+0530,120210550557890764,1400000,Bhutani_Avenue_62_Noida_shivnaman_bawa_19/06/24_campaign,2024-06-19T15:22:30+0530,PAUSED,2024-07-05T09:50:30+0530,['120210550559120764'],['Bhutani_Avenue_62_shivnaman_bawa_Com_A_LC_adset'],7169553933166414,2024-06-19,2024-08-02,Bhutani_Avenue_62_Noida_shivnaman_bawa_19/06/24_campaign,1970.0,19.0,1499.02,0.0,9.0,14.0,0.0,11.0,11.0,2.0,3.0,499.67333333333335,713.8190476190476,6.333333333333333,760.9238578680203,78.8957894736842,0.009644670050761422,0.47368421052631576,0.3333333333333333
34,66d874f408b05b0db2e848b2,AUCTION,2024-06-07T17:12:37+0530,120210347709620764,1750000,Signature_Global_Titanium_Gurugram_Nitin_Saini_07/06/24_campaign,2024-06-07T17:12:38+0530,PAUSED,2024-07-08T11:42:35+0530,['120210347709710764'],['Signature_Global_Titanium_Nitin_Saini_Res_L_LC_adset'],7169553933166414,2024-06-07,2024-08-05,Signature_Global_Titanium_Gurugram_Nitin_Saini_07/06/24_campaign,78.0,0.0,49.01,0.0,0.0,0.0,0.0,,,,,,,,628.3333333333334,0.0,0.0,0.0,0.0
35,66d874f408b05b0db2e848b3,AUCTION,2024-06-01T17:05:59+0530,120210240647220764,14000000,Ashiana_Amarah_Gurugram_Ayushi_Mittal_01/06/24_campaign,2024-06-01T17:06:00+0530,PAUSED,2024-07-02T11:35:59+0530,['120210240647300764'],['Ashiana_Amarah_Ayushi_Mittal_Res_L_LC_adset'],7169553933166414,2024-06-01,2024-07-30,Ashiana_Amarah_Gurugram_Ayushi_Mittal_01/06/24_campaign,255700.0,1385.0,89807.96,0.0,777.0,1132.0,0.0,935.0,935.0,138.0,104.0,863.538076923077,1233.6258241758244,13.317307692307692,351.2239342980055,64.84329241877256,0.005416503715291357,0.5610108303249097,0.13384813384813385
36,66d874f408b05b0db2e848b4,AUCTION,2024-05-23T12:36:44+0530,120210058205520764,700000,Shimla_bypass_Dehradun_projects_Mumbai_MNJUL_PATWAL_23/05/24_campaign,2024-05-23T12:36:44+0530,PAUSED,2024-06-23T07:05:40+0530,['120210058206050764'],['Shimla_bypass_Dehradun_projects_MNJUL_PATWAL_Plot_A_LC_adset'],7169553933166414,2024-05-23,2024-07-21,Shimla_bypass_Dehradun_projects_Mumbai_MNJUL_PATWAL_23/05/24_campaign,86710.0,2625.0,7000.0,0.0,832.0,1704.0,0.0,957.0,960.0,96.0,158.0,44.30379746835443,63.29113924050633,16.61392405063291,80.72886633606274,2.6666666666666665,0.030273324876023525,0.31695238095238093,0.18990384615384615
37,66d874f408b05b0db2e848b5,AUCTION,2024-05-21T21:27:55+0530,120209994158980764,,Courtyard_62_Gurugram_Laxchmaan_Negi_21/05/24_campaign,2024-05-21T21:27:56+0530,PAUSED,2024-06-13T23:59:00+0530,"['120209994158970764', '120209994159000764']","['Investment_Test', 'Commercial_Courtyard_2']",7169553933166414,2024-05-21,2024-07-11,Courtyard_62_Gurugram_Laxchmaan_Negi_21/05/24_campaign,16093.0,137.0,12531.35,0.0,79.0,113.0,0.0,98.0,98.0,18.0,17.0,737.1382352941176,1053.0546218487395,8.058823529411764,778.683278444044,91.46970802919708,0.008513018082396073,0.5766423357664233,0.21518987341772153
